id,family,genus,taxon,trait,dstate,value,units,N
17823,Hydrophyllaceae,Phacelia,Phacelia suaveolens var. keckii,High elevation,NA,1600,m,1
17824,Hydrophyllaceae,Phacelia,Phacelia suaveolens var. suaveolens,High elevation,NA,1700,m,1
17825,Hydrophyllaceae,Phacelia,Phacelia tetramera,High elevation,NA,2400,m,1
17826,Hydrophyllaceae,Phacelia,Phacelia thermalis,High elevation,NA,1700,m,1
17827,Hydrophyllaceae,Phacelia,Phacelia umbrosa,High elevation,NA,1600,m,1
17828,Hydrophyllaceae,Phacelia,Phacelia vallicola,High elevation,NA,2400,m,1
17829,Hydrophyllaceae,Phacelia,Phacelia vallis-mortae,High elevation,NA,2400,m,1
17830,Asteraceae,Phalacroseris,Phalacroseris bolanderi,High elevation,NA,2500,m,1
17831,Poaceae,Phalaris,Phalaris angusta,High elevation,NA,1000,m,1
17832,Poaceae,Phalaris,Phalaris brachystachys,High elevation,NA,200,m,1
17833,Poaceae,Phalaris,Phalaris californica,High elevation,NA,700,m,1
17834,Poaceae,Phalaris,Phalaris canariensis,High elevation,NA,300,m,1
17835,Poaceae,Phalaris,Phalaris caroliniana,High elevation,NA,700,m,1
17836,Poaceae,Phalaris,Phalaris minor,High elevation,NA,300,m,1
17837,Poaceae,Phalaris,Phalaris paradoxa,High elevation,NA,300,m,1
17838,Fabaceae,Phaseolus,Phaseolus filiformis,High elevation,NA,4100,m,1
17839,Philadelphaceae,Philadelphus,Philadelphus microphyllus,High elevation,NA,2800,m,1
17840,Poaceae,Phleum,Phleum pratense,High elevation,NA,2100,m,1
17841,Polemoniaceae,Phlox,Phlox adsurgens,High elevation,NA,2000,m,1
17842,Polemoniaceae,Phlox,Phlox austromontana,High elevation,NA,2700,m,1
17843,Polemoniaceae,Phlox,Phlox cespitosa,High elevation,NA,2000,m,1
17844,Polemoniaceae,Phlox,Phlox condensata,High elevation,NA,4000,m,1
17845,Polemoniaceae,Phlox,Phlox dispersa,High elevation,NA,4200,m,1
17846,Polemoniaceae,Phlox,Phlox dolichantha,High elevation,NA,2700,m,1
17847,Polemoniaceae,Phlox,Phlox hirsuta,High elevation,NA,1500,m,1
17848,Polemoniaceae,Phlox,Phlox hoodii ssp. canescens,High elevation,NA,2700,m,1
17849,Polemoniaceae,Phlox,Phlox muscoides,High elevation,NA,2700,m,1
17850,Polemoniaceae,Phlox,Phlox pulvinata,High elevation,NA,4300,m,1
17851,Polemoniaceae,Phlox,Phlox speciosa,High elevation,NA,2400,m,1
17852,Polemoniaceae,Phlox,Phlox speciosa ssp. nitida,High elevation,NA,2400,m,1
17853,Polemoniaceae,Phlox,Phlox stansburyi,High elevation,NA,3000,m,1
17854,Brassicaceae,Phoenicaulis,Phoenicaulis cheiranthoides,High elevation,NA,3200,m,1
17855,Arecaceae,Phoenix,Phoenix canariensis,High elevation,NA,1000,m,1
17856,Arecaceae,Phoenix,Phoenix dactylifera,High elevation,NA,200,m,1
17857,Lennoaceae,Pholisma,Pholisma arenarium,High elevation,NA,1900,m,1
17858,Lennoaceae,Pholisma,Pholisma sonorae,High elevation,NA,200,m,1
17859,Hydrophyllaceae,Pholistoma,Pholistoma auritum var. arizonicum,High elevation,NA,700,m,1
17860,Hydrophyllaceae,Pholistoma,Pholistoma auritum var. auritum,High elevation,NA,1900,m,1
17861,Viscaceae,Phoradendron,Phoradendron juniperinum,High elevation,NA,2600,m,1
17862,Viscaceae,Phoradendron,Phoradendron libocedri,High elevation,NA,1900,m,1
17863,Viscaceae,Phoradendron,Phoradendron macrophyllum,High elevation,NA,1200,m,1
17864,Viscaceae,Phoradendron,Phoradendron pauciflorum,High elevation,NA,2500,m,1
17865,Verbenaceae,Phyla,Phyla lanceolata,High elevation,NA,400,m,1
17866,Verbenaceae,Phyla,Phyla nodiflora var. incisa,High elevation,NA,400,m,1
17867,Verbenaceae,Phyla,Phyla nodiflora var. nodiflora,High elevation,NA,300,m,1
17868,Zosteraceae,Phyllospadix,Phyllospadix scouleri,High elevation,NA,4100,m,1
17869,Zosteraceae,Phyllospadix,Phyllospadix torreyi,High elevation,NA,4100,m,1
17870,Solanaceae,Physalis,Physalis acutifolia,High elevation,NA,200,m,1
17871,Solanaceae,Physalis,Physalis crassifolia,High elevation,NA,1300,m,1
17872,Solanaceae,Physalis,Physalis hederifolia,High elevation,NA,1800,m,1
17873,Solanaceae,Physalis,Physalis hederifolia var. fendleri,High elevation,NA,1800,m,1
17874,Solanaceae,Physalis,Physalis hederifolia var. palmeri,High elevation,NA,1600,m,1
17875,Solanaceae,Physalis,Physalis lancifolia,High elevation,NA,200,m,1
17876,Solanaceae,Physalis,Physalis lobata,High elevation,NA,800,m,1
17877,Solanaceae,Physalis,Physalis longifolia,High elevation,NA,1000,m,1
17878,Solanaceae,Physalis,Physalis philadelphica,High elevation,NA,700,m,1
17879,Solanaceae,Physalis,Physalis pubescens,High elevation,NA,1500,m,1
17880,Solanaceae,Physalis,Physalis pubescens var. grisea,High elevation,NA,1500,m,1
17881,Solanaceae,Physalis,Physalis pubescens var. integrifolia,High elevation,NA,1500,m,1
17882,Solanaceae,Physalis,Physalis viscosa,High elevation,NA,300,m,1
17883,Brassicaceae,Physaria,Physaria chambersii,High elevation,NA,2500,m,1
17884,Rosaceae,Physocarpus,Physocarpus alternans,High elevation,NA,3100,m,1
17885,Phytolaccaceae,Phytolacca,Phytolacca americana,High elevation,NA,1000,m,1
17886,Pinaceae,Picea,Picea breweriana,High elevation,NA,2300,m,1
17887,Pinaceae,Picea,Picea engelmannii,High elevation,NA,2100,m,1
17888,Fabaceae,Pickeringia,Pickeringia montana var. montana,High elevation,NA,700,m,1
17889,Fabaceae,Pickeringia,Pickeringia montana var. tomentosa,High elevation,NA,1700,m,1
17890,Asteraceae,Picris,Picris echioides,High elevation,NA,500,m,1
17891,Rafflesiaceae,Pilostyles,Pilostyles thurberi,High elevation,NA,300,m,1
17892,Marsileaceae,Pilularia,Pilularia americana,High elevation,NA,1500,m,1
17893,Lentibulariaceae,Pinguicula,Pinguicula vulgaris ssp. macroceras,High elevation,NA,500,m,1
17894,Pinaceae,Pinus,Pinus albicaulis,High elevation,NA,3700,m,1
17895,Pinaceae,Pinus,Pinus balfouriana,High elevation,NA,3700,m,1
17896,Pinaceae,Pinus,Pinus balfouriana ssp. austrina,High elevation,NA,3700,m,1
17897,Pinaceae,Pinus,Pinus balfouriana ssp. balfouriana,High elevation,NA,2500,m,1
17898,Pinaceae,Pinus,Pinus contorta ssp. bolanderi,High elevation,NA,300,m,1
17899,Pinaceae,Pinus,Pinus contorta ssp. contorta,High elevation,NA,200,m,1
17900,Pinaceae,Pinus,Pinus contorta ssp. murrayana,High elevation,NA,3500,m,1
17901,Pinaceae,Pinus,Pinus coulteri,High elevation,NA,3000,m,1
17902,Pinaceae,Pinus,Pinus edulis,High elevation,NA,2700,m,1
17903,Pinaceae,Pinus,Pinus flexilis,High elevation,NA,3700,m,1
17904,Pinaceae,Pinus,Pinus jeffreyi,High elevation,NA,3100,m,1
17905,Pinaceae,Pinus,Pinus longaeva,High elevation,NA,3700,m,1
17906,Pinaceae,Pinus,Pinus monticola,High elevation,NA,3400,m,1
17907,Pinaceae,Pinus,Pinus ponderosa,High elevation,NA,2300,m,1
17908,Pinaceae,Pinus,Pinus quadrifolia,High elevation,NA,1800,m,1
17909,Pinaceae,Pinus,Pinus sabiniana,High elevation,NA,1500,m,1
17910,Pinaceae,Pinus,Pinus torreyana,High elevation,NA,200,m,1
17911,Pinaceae,Pinus,Pinus washoensis,High elevation,NA,2700,m,1
17912,Orchidaceae,Piperia,Piperia candida,High elevation,NA,1300,m,1
17913,Orchidaceae,Piperia,Piperia cooperi,High elevation,NA,1500,m,1
17914,Orchidaceae,Piperia,Piperia elongata,High elevation,NA,2200,m,1
17915,Orchidaceae,Piperia,Piperia leptopetala,High elevation,NA,2200,m,1
17916,Orchidaceae,Piperia,Piperia michaelii,High elevation,NA,700,m,1
17917,Orchidaceae,Piperia,Piperia transversa,High elevation,NA,2600,m,1
17918,Orchidaceae,Piperia,Piperia unalascensis,High elevation,NA,3000,m,1
17919,Orchidaceae,Piperia,Piperia yadonii,High elevation,NA,200,m,1
17920,Poaceae,Piptatherum,Piptatherum micranthum,High elevation,NA,3000,m,1
17921,Poaceae,Piptatherum,Piptatherum miliaceum,High elevation,NA,300,m,1
17922,Poaceae,Piptochaetium,Piptochaetium setosum,High elevation,NA,200,m,1
17923,Araceae,Pistia,Pistia stratiotes,High elevation,NA,100,m,1
17924,Fabaceae,Pisum,Pisum sativum,High elevation,NA,1000,m,1
17925,Pittosporaceae,Pittosporum,Pittosporum crassifolium,High elevation,NA,200,m,1
17926,Pittosporaceae,Pittosporum,Pittosporum tenuifolium,High elevation,NA,200,m,1
17927,Pittosporaceae,Pittosporum,Pittosporum tobira,High elevation,NA,200,m,1
17928,Pittosporaceae,Pittosporum,Pittosporum undulatum,High elevation,NA,200,m,1
17929,Ericaceae,Pityopus,Pityopus californica,High elevation,NA,1800,m,1
17930,Boraginaceae,Plagiobothrys,Plagiobothrys acanthocarpus,High elevation,NA,700,m,1
17931,Boraginaceae,Plagiobothrys,Plagiobothrys austiniae,High elevation,NA,500,m,1
17932,Boraginaceae,Plagiobothrys,Plagiobothrys chorisianus,High elevation,NA,100,m,1
17933,Boraginaceae,Plagiobothrys,Plagiobothrys chorisianus var. chorisianus,High elevation,NA,100,m,1
17934,Boraginaceae,Plagiobothrys,Plagiobothrys chorisianus var. hickmanii,High elevation,NA,100,m,1
17935,Boraginaceae,Plagiobothrys,Plagiobothrys cognatus,High elevation,NA,2100,m,1
17936,Boraginaceae,Plagiobothrys,Plagiobothrys collinus,High elevation,NA,1200,m,1
17937,Boraginaceae,Plagiobothrys,Plagiobothrys collinus var. californicus,High elevation,NA,400,m,1
17938,Boraginaceae,Plagiobothrys,Plagiobothrys collinus var. fulvescens,High elevation,NA,2000,m,1
17939,Boraginaceae,Plagiobothrys,Plagiobothrys collinus var. gracilis,High elevation,NA,200,m,1
17940,Boraginaceae,Plagiobothrys,Plagiobothrys collinus var. ursinus,High elevation,NA,2100,m,1
17941,Boraginaceae,Plagiobothrys,Plagiobothrys cusickii,High elevation,NA,2100,m,1
17942,Boraginaceae,Plagiobothrys,Plagiobothrys distantiflorus,High elevation,NA,400,m,1
17943,Boraginaceae,Plagiobothrys,Plagiobothrys glyptocarpus var. glyptocarpus,High elevation,NA,600,m,1
17944,Boraginaceae,Plagiobothrys,Plagiobothrys glyptocarpus var. modestus,High elevation,NA,600,m,1
17945,Boraginaceae,Plagiobothrys,Plagiobothrys hispidus,High elevation,NA,2800,m,1
17946,Boraginaceae,Plagiobothrys,Plagiobothrys humistratus,High elevation,NA,200,m,1
17947,Boraginaceae,Plagiobothrys,Plagiobothrys hystriculus,High elevation,NA,100,m,1
17948,Boraginaceae,Plagiobothrys,Plagiobothrys infectivus,High elevation,NA,300,m,1
17949,Boraginaceae,Plagiobothrys,Plagiobothrys jonesii,High elevation,NA,1800,m,1
17950,Boraginaceae,Plagiobothrys,Plagiobothrys kingii,High elevation,NA,2300,m,1
17951,Boraginaceae,Plagiobothrys,Plagiobothrys kingii var. harknessii,High elevation,NA,2300,m,1
17952,Boraginaceae,Plagiobothrys,Plagiobothrys kingii var. kingii,High elevation,NA,2300,m,1
17953,Boraginaceae,Plagiobothrys,Plagiobothrys lithocaryus,High elevation,NA,500,m,1
17954,Boraginaceae,Plagiobothrys,Plagiobothrys mollis var. mollis,High elevation,NA,1700,m,1
17955,Boraginaceae,Plagiobothrys,Plagiobothrys mollis var. vestitus,High elevation,NA,100,m,1
17956,Boraginaceae,Plagiobothrys,Plagiobothrys myosotoides,High elevation,NA,2000,m,1
17957,Boraginaceae,Plagiobothrys,Plagiobothrys parishii,High elevation,NA,1400,m,1
17958,Boraginaceae,Plagiobothrys,Plagiobothrys reticulatus,High elevation,NA,300,m,1
17959,Boraginaceae,Plagiobothrys,Plagiobothrys reticulatus var. reticulatus,High elevation,NA,300,m,1
17960,Boraginaceae,Plagiobothrys,Plagiobothrys reticulatus var. rossianorum,High elevation,NA,300,m,1
17961,Boraginaceae,Plagiobothrys,Plagiobothrys salsus,High elevation,NA,4100,m,1
17962,Boraginaceae,Plagiobothrys,Plagiobothrys scriptus,High elevation,NA,200,m,1
17963,Boraginaceae,Plagiobothrys,Plagiobothrys shastensis,High elevation,NA,800,m,1
17964,Boraginaceae,Plagiobothrys,Plagiobothrys stipitatus var. stipitatus,High elevation,NA,500,m,1
17965,Boraginaceae,Plagiobothrys,Plagiobothrys strictus,High elevation,NA,200,m,1
17966,Boraginaceae,Plagiobothrys,Plagiobothrys tenellus,High elevation,NA,1700,m,1
17967,Boraginaceae,Plagiobothrys,Plagiobothrys torreyi,High elevation,NA,3400,m,1
17968,Boraginaceae,Plagiobothrys,Plagiobothrys torreyi var. diffusus,High elevation,NA,3400,m,1
17969,Boraginaceae,Plagiobothrys,Plagiobothrys torreyi var. torreyi,High elevation,NA,4100,m,1
17970,Boraginaceae,Plagiobothrys,Plagiobothrys trachycarpus,High elevation,NA,1000,m,1
17971,Boraginaceae,Plagiobothrys,Plagiobothrys uncinatus,High elevation,NA,600,m,1
17972,Plantaginaceae,Plantago,Plantago aristata,High elevation,NA,200,m,1
17973,Plantaginaceae,Plantago,Plantago eriopoda,High elevation,NA,1000,m,1
17974,Plantaginaceae,Plantago,Plantago indica,High elevation,NA,200,m,1
17975,Plantaginaceae,Plantago,Plantago ovata,High elevation,NA,1400,m,1
17976,Plantaginaceae,Plantago,Plantago patagonica,High elevation,NA,2200,m,1
17977,Plantaginaceae,Plantago,Plantago pusilla,High elevation,NA,100,m,1
17978,Plantaginaceae,Plantago,Plantago truncata ssp. firma,High elevation,NA,300,m,1
17979,Plantaginaceae,Plantago,Plantago virginica,High elevation,NA,1000,m,1
17980,Orchidaceae,Platanthera,Platanthera hyperborea,High elevation,NA,3200,m,1
17981,Orchidaceae,Platanthera,Platanthera stricta,High elevation,NA,2300,m,1
17982,Valerianaceae,Plectritis,Plectritis ciliosa ssp. ciliosa,High elevation,NA,1100,m,1
17983,Valerianaceae,Plectritis,Plectritis congesta,High elevation,NA,900,m,1
17984,Poaceae,Pleuraphis,Pleuraphis jamesii,High elevation,NA,2500,m,1
17985,Ericaceae,Pleuricospora,Pleuricospora fimbriolata,High elevation,NA,2800,m,1
17986,Asteraceae,Pleurocoronis,Pleurocoronis pluriseta,High elevation,NA,1300,m,1
17987,Poaceae,Pleuropogon,Pleuropogon hooverianus,High elevation,NA,500,m,1
17988,Poaceae,Pleuropogon,Pleuropogon refractus,High elevation,NA,1600,m,1
17989,Asteraceae,Pluchea,Pluchea sericea,High elevation,NA,600,m,1
17990,Poaceae,Poa,Poa atropurpurea,High elevation,NA,2200,m,1
17991,Poaceae,Poa,Poa bigelovii,High elevation,NA,1500,m,1
17992,Poaceae,Poa,Poa bulbosa,High elevation,NA,2000,m,1
17993,Poaceae,Poa,Poa compressa,High elevation,NA,1800,m,1
17994,Poaceae,Poa,Poa confinis,High elevation,NA,100,m,1
17995,Poaceae,Poa,Poa cusickii,High elevation,NA,3600,m,1
17996,Poaceae,Poa,Poa cusickii ssp. cusickii,High elevation,NA,2500,m,1
17997,Poaceae,Poa,Poa cusickii ssp. epilis,High elevation,NA,3600,m,1
17998,Poaceae,Poa,Poa cusickii ssp. pallida,High elevation,NA,3500,m,1
17999,Poaceae,Poa,Poa cusickii ssp. purpurascens,High elevation,NA,3500,m,1
18000,Poaceae,Poa,Poa fendleriana ssp. longiligula,High elevation,NA,3200,m,1
18001,Poaceae,Poa,Poa glauca ssp. rupicola,High elevation,NA,4000,m,1
18002,Poaceae,Poa,Poa howellii,High elevation,NA,1000,m,1
18003,Poaceae,Poa,Poa infirma,High elevation,NA,500,m,1
18004,Poaceae,Poa,Poa keckii,High elevation,NA,4100,m,1
18005,Poaceae,Poa,Poa kelloggii,High elevation,NA,500,m,1
18006,Poaceae,Poa,Poa leptocoma ssp. leptocoma,High elevation,NA,3200,m,1
18007,Poaceae,Poa,Poa lettermanii,High elevation,NA,4100,m,1
18008,Poaceae,Poa,Poa macrantha,High elevation,NA,100,m,1
18009,Poaceae,Poa,Poa napensis,High elevation,NA,200,m,1
18010,Poaceae,Poa,Poa nemoralis,High elevation,NA,2000,m,1
18011,Poaceae,Poa,Poa pattersonii,High elevation,NA,4100,m,1
18012,Poaceae,Poa,Poa piperi,High elevation,NA,500,m,1
18013,Poaceae,Poa,Poa pratensis ssp. pratensis,High elevation,NA,3500,m,1
18014,Poaceae,Poa,Poa pringlei,High elevation,NA,3000,m,1
18015,Poaceae,Poa,Poa rhizomata,High elevation,NA,1000,m,1
18016,Poaceae,Poa,Poa secunda,High elevation,NA,3800,m,1
18017,Poaceae,Poa,Poa sierrae,High elevation,NA,1500,m,1
18018,Poaceae,Poa,Poa stebbinsii,High elevation,NA,3700,m,1
18019,Poaceae,Poa,Poa tenerrima,High elevation,NA,700,m,1
18020,Poaceae,Poa,Poa unilateralis,High elevation,NA,200,m,1
18021,Poaceae,Poa,Poa wheeleri,High elevation,NA,3800,m,1
18022,Apiaceae,Podistera,Podistera nevadensis,High elevation,NA,4000,m,1
18023,Lamiaceae,Pogogyne,Pogogyne abramsii,High elevation,NA,200,m,1
18024,Lamiaceae,Pogogyne,Pogogyne clareana,High elevation,NA,400,m,1
18025,Lamiaceae,Pogogyne,Pogogyne floribunda,High elevation,NA,1500,m,1
18026,Lamiaceae,Pogogyne,Pogogyne nudiuscula,High elevation,NA,300,m,1
18027,Lamiaceae,Pogogyne,Pogogyne serpylloides,High elevation,NA,1200,m,1
18028,Capparaceae,Polanisia,Polanisia dodecandra ssp. trachysperma,High elevation,NA,1500,m,1
18029,Polemoniaceae,Polemonium,Polemonium chartaceum,High elevation,NA,4200,m,1
18030,Polemoniaceae,Polemonium,Polemonium eximium,High elevation,NA,4200,m,1
18031,Polemoniaceae,Polemonium,Polemonium micranthum,High elevation,NA,1800,m,1
18032,Polemoniaceae,Polemonium,Polemonium pulcherrimum var. pilosum,High elevation,NA,3000,m,1
18033,Polemoniaceae,Polemonium,Polemonium pulcherrimum var. pulcherrimum,High elevation,NA,3700,m,1
18034,Lamiaceae,Poliomintha,Poliomintha incana,High elevation,NA,1700,m,1
18035,Caryophyllaceae,Polycarpon,Polycarpon depressum,High elevation,NA,500,m,1
18036,Caryophyllaceae,Polycarpon,Polycarpon tetraphyllum,High elevation,NA,500,m,1
18037,Brassicaceae,Polyctenium,Polyctenium fremontii,High elevation,NA,2000,m,1
18038,Brassicaceae,Polyctenium,Polyctenium fremontii var. confertum,High elevation,NA,4100,m,1
18039,Brassicaceae,Polyctenium,Polyctenium fremontii var. fremontii,High elevation,NA,1700,m,1
18040,Polygalaceae,Polygala,Polygala acanthoclada,High elevation,NA,1700,m,1
18041,Polygalaceae,Polygala,Polygala californica,High elevation,NA,1400,m,1
18042,Polygalaceae,Polygala,Polygala cornuta,High elevation,NA,2100,m,1
18043,Polygalaceae,Polygala,Polygala cornuta var. cornuta,High elevation,NA,2100,m,1
18044,Polygalaceae,Polygala,Polygala cornuta var. fishiae,High elevation,NA,1100,m,1
18045,Polygalaceae,Polygala,Polygala heterorhyncha,High elevation,NA,1600,m,1
18046,Polygalaceae,Polygala,Polygala intermontana,High elevation,NA,2700,m,1
18047,Polygalaceae,Polygala,Polygala subspinosa,High elevation,NA,1500,m,1
18048,Polygonaceae,Polygonum,Polygonum amphibium,High elevation,NA,3000,m,1
18049,Polygonaceae,Polygonum,Polygonum amphibium var. stipulaceum,High elevation,NA,3000,m,1
18050,Polygonaceae,Polygonum,Polygonum arenastrum,High elevation,NA,2500,m,1
18051,Polygonaceae,Polygonum,Polygonum baldschuanicum,High elevation,NA,500,m,1
18052,Polygonaceae,Polygonum,Polygonum bidwelliae,High elevation,NA,1200,m,1
18053,Polygonaceae,Polygonum,Polygonum bolanderi,High elevation,NA,1500,m,1
18054,Polygonaceae,Polygonum,Polygonum californicum,High elevation,NA,1200,m,1
18055,Polygonaceae,Polygonum,Polygonum capitatum,High elevation,NA,500,m,1
18056,Polygonaceae,Polygonum,Polygonum convolvulus,High elevation,NA,1000,m,1
18057,Polygonaceae,Polygonum,Polygonum davisiae,High elevation,NA,2800,m,1
18058,Polygonaceae,Polygonum,Polygonum douglasii ssp. austiniae,High elevation,NA,4100,m,1
18059,Polygonaceae,Polygonum,Polygonum douglasii ssp. douglasii,High elevation,NA,3000,m,1
18060,Polygonaceae,Polygonum,Polygonum douglasii ssp. majus,High elevation,NA,2000,m,1
18061,Polygonaceae,Polygonum,Polygonum hydropiper,High elevation,NA,1500,m,1
18062,Polygonaceae,Polygonum,Polygonum lapathifolium,High elevation,NA,1500,m,1
18063,Polygonaceae,Polygonum,Polygonum marinense,High elevation,NA,100,m,1
18064,Polygonaceae,Polygonum,Polygonum minimum,High elevation,NA,3300,m,1
18065,Polygonaceae,Polygonum,Polygonum newberryi,High elevation,NA,2400,m,1
18066,Polygonaceae,Polygonum,Polygonum patulum,High elevation,NA,100,m,1
18067,Polygonaceae,Polygonum,Polygonum pensylvanicum,High elevation,NA,100,m,1
18068,Polygonaceae,Polygonum,Polygonum persicaria,High elevation,NA,1500,m,1
18069,Polygonaceae,Polygonum,Polygonum phytolaccifolium,High elevation,NA,2800,m,1
18070,Polygonaceae,Polygonum,Polygonum polygaloides,High elevation,NA,3300,m,1
18071,Polygonaceae,Polygonum,Polygonum polygaloides ssp. confertiflorum,High elevation,NA,1900,m,1
18072,Polygonaceae,Polygonum,Polygonum polygaloides ssp. esotericum,High elevation,NA,4100,m,1
18073,Polygonaceae,Polygonum,Polygonum polystachyum,High elevation,NA,500,m,1
18074,Polygonaceae,Polygonum,Polygonum prolificum,High elevation,NA,2000,m,1
18075,Polygonaceae,Polygonum,Polygonum punctatum,High elevation,NA,1500,m,1
18076,Polygonaceae,Polygonum,Polygonum ramosissimum,High elevation,NA,500,m,1
18077,Polygonaceae,Polygonum,Polygonum sachalinense,High elevation,NA,500,m,1
18078,Polygonaceae,Polygonum,Polygonum shastense,High elevation,NA,3400,m,1
18079,Polypodiaceae,Polypodium,Polypodium californicum,High elevation,NA,1600,m,1
18080,Polypodiaceae,Polypodium,Polypodium calirhiza,High elevation,NA,1300,m,1
18081,Polypodiaceae,Polypodium,Polypodium glycyrrhiza,High elevation,NA,600,m,1
18082,Polypodiaceae,Polypodium,Polypodium hesperium,High elevation,NA,3000,m,1
18083,Polypodiaceae,Polypodium,Polypodium scouleri,High elevation,NA,700,m,1
18084,Poaceae,Polypogon,Polypogon australis,High elevation,NA,1000,m,1
18085,Poaceae,Polypogon,Polypogon elongatus,High elevation,NA,100,m,1
18086,Poaceae,Polypogon,Polypogon interruptus,High elevation,NA,1300,m,1
